x,y,z,label
4.199213487727561,6.89047543827057,-3.3885226420247796,0
3.667814859651674,6.130343682284044,-0.67826992941172,0
5.874246442929987,-7.585973818630759,-2.6062385884764585,1
4.260407650700921,-10.167849245258818,-2.232516226633213,1
4.860331403158294,7.343334914412939,-2.421253162168206,0
6.146542054980271,6.9403344144322165,-2.7916149761103934,0
5.077562695662947,7.2704315929720424,-3.4264996422917333,0
5.177754578963095,-7.944153968930374,-1.9726571421719177,1
3.6470636307353352,-8.311497447650925,-1.0358073987413976,1
5.013952176458574,-8.763984301659137,-1.5946320749750025,1
5.8714762825685245,-9.123177974339182,-2.6730559313817306,1
4.0345298270999495,8.913832571919198,-1.6464293872977156,0
3.6312588686741876,-8.72628479873803,-0.5980804155597579,1
4.850180745948139,7.095811409304915,-2.1614221988414704,0
4.705008940948236,-9.33974341066512,-2.2675948044755008,1
2.7807631643792243,8.333309054587437,-1.2889397043122997,0
4.312314903985262,7.353010632472015,-2.188128390963866,0
2.7448259490461044,7.359599450139344,-2.1949358223002213,0
5.468481789116243,-10.25808679883629,-2.3370945817418094,1
5.867106883789027,-9.645138288719984,-2.947064038095593,1
5.872810236770772,7.678038763559384,-1.5012135670568356,0
4.136594798708687,9.930415745115546,-2.2453283472420416,0
3.9074649249682682,-10.108789296752349,-2.39608808786894,1
4.560138209932989,8.376686752680891,-1.0253228034175623,0
5.446526856661048,-9.191722958943258,-2.879392206783066,1
7.181149478744622,-7.878046064283871,0.14157747860853132,1
4.516292568837158,8.32077631823592,-0.8925117400544531,0
4.599668346031143,7.49871128046695,-3.007092038915717,0
3.737061927251788,-10.16322215102273,-2.8740177898654604,1
5.398373100732478,6.718834381199299,-0.6417731742174762,0
4.477753821263047,-9.279199550048817,-0.4749919464339525,1
6.123101530194704,-8.4792134940588,-3.8284855842250343,1
3.4020439477419746,8.040798318161459,-3.8195680196894353,0
3.2628288879058815,5.7685588653851285,-4.2504104211034015,0
5.016742234237356,8.202107358151745,-1.663052618342072,0
4.934827709657435,-8.12968481587959,-2.97326801463485,1
3.4037022390713614,-9.123898351496404,-3.663683307898121,1
3.1928278920277826,7.582626971822265,-1.4249787247403576,0
3.6682886326151234,8.421706380605295,-1.7427721186178131,0
4.556287375648026,-8.516013987465996,-2.119068562965789,1
4.418902995921241,-8.712924516336757,-2.467729754404883,1
5.65175156583554,-8.665907125405885,-2.1534551602656076,1
5.5683808533080015,-9.969085533956914,-5.1008996423110915,1
5.397276291406558,-8.22349295312736,-1.895691074020635,1
4.20558497480068,6.188007013425306,-3.3221155527004216,0
3.6964301928747947,5.903529036965706,-2.7613949516931084,0
3.907211515238477,-8.604137077174087,-3.0363276880257515,1
4.439295128503497,7.239177358159541,-2.9871654211116283,0
5.940073705748742,-7.939546124679896,-3.1272934203687233,1
5.088081981854146,-8.212659768167997,-0.7028480502133849,1
6.363290552293272,-7.230054338789104,-1.882438606872462,1
6.495751821423793,-11.320881420586723,-3.2947825977369605,1
4.208142156497929,7.572897778417853,-0.6025386023800281,0
3.714234581314939,8.532513176041384,-1.3987243115550358,0
5.221756522930387,-7.894819716615625,-2.7569520746808944,1
5.023571637776849,-9.602427048381665,-3.1396630086510333,1
5.360298936782866,9.752416906260008,-3.730857223397451,0
5.121798462864175,6.567175915565258,-2.2682283754747274,0
3.5437474620511673,8.017973305219114,-2.0396639640029828,0
3.8977636570722725,8.288547996626834,-2.0287889311597103,0
4.952761439318405,-9.086978600816629,-1.1784285453513337,1
4.573290148406802,6.769611529293014,-1.4184146117182332,0
4.684990706724035,7.570913143378293,-1.3620500672513067,0
6.017915456512114,-8.334636125316727,-2.1922932824420625,1
4.6163043272636175,7.5316290719798396,-2.9729815756868936,0
4.922624100477697,-8.33726734697783,-2.7149033646359104,1
6.300226658378342,-9.54799438529339,-3.618416956889745,1
4.969518960048689,-8.033923619463454,-2.9070323791979344,1
6.352483077557089,-8.958626542726908,-1.485916295594412,1
7.534784149667409,-9.221765724421076,-1.1040208253062662,1
6.651714392437532,7.495813039908646,-3.639615103604675,0
3.4674234876683365,6.648667811648451,-0.726439151663347,0
5.232051187545726,-7.81082059789387,-0.9636834509615919,1
4.117860959469094,7.980517030888615,-2.950005176840108,0
3.399021681512649,-8.388994333013688,-3.4280079843872646,1
3.8236481317750224,-8.36448097661061,-2.858725939486184,1
3.8829738724747322,7.099863300048488,-3.522579915282729,0
3.4599178527549688,6.9120656200016555,-1.9052016235281721,0
5.128112974526201,-7.647517628344143,-1.9344189840054669,1
3.991917375983258,7.163005947051659,-1.5564275907995175,0
3.5853615489609125,7.203259934300092,-2.6392403931274497,0
5.012891296355915,-8.775786165478399,-2.7351911475872366,1
5.578776655591657,-8.932306237574224,-0.957223167784413,1
3.9682116079501655,7.487027792365463,-3.561673188604805,0
5.178970985691366,-7.379501466377717,-3.0822354822454234,1
4.317189423066798,-10.09641128390474,-1.3391071628527862,1
5.169008076652165,-8.11759343749869,-1.9634127175362077,1
4.903197649799009,8.393313652382819,-1.3852407097172796,0
4.214897833592265,7.2304748127584375,-3.3531002830806127,0
6.821581344787565,-8.57217972410459,-0.46482937984963124,1
3.848247244707555,7.1226586457671,-3.65603719398452,0
3.7867609007571357,6.342345983722105,-4.000231746148351,0
4.909831336958821,8.21192177383655,-2.1349078042510814,0
3.5973348549600024,7.572526412552005,-2.696846598350075,0
4.5172785800785755,-8.490526805550358,-2.70237123750046,1
7.681068111582881,-7.900496340148534,-0.9325126545728073,1
4.654807052201517,-8.256948984042277,-3.305323120400381,1
6.401718330900066,7.005175254468247,-1.9619809859226063,0
3.939595624666942,7.6737260464498025,-0.30851364221383637,0
3.273083331891332,6.899421282840392,-1.660585764163755,0
