x,y,label
0.41888087648309846,7.589859061084386,2
1.3816085796073236,7.897040380624703,2
8.610473434497507,-7.119439460748483,1
7.806045628472945,-8.264539639612638,1
5.967159714995077,-7.247958570971976,1
8.764243368141672,-7.131071876962772,1
0.23304721899862474,4.673643050273288,2
7.959848192183588,-5.39553916905121,1
7.394082793207162,-4.853430677115028,1
-1.2782190762470718,5.603815799929922,2
-1.6639194368900359,-2.601119925139365,0
0.3644113038703679,7.516731732891564,2
7.1498165095583985,-8.099924670705589,1
6.484545641579473,-6.545674294147402,1
-0.28381275196467504,5.457987246689197,2
7.03724962079875,-6.647905570650559,1
4.099766814640528,8.54490395447245,2
-2.4541373607953383,-1.8352144871054703,0
-0.9047459899082257,7.831957165542984,2
-0.4959050039628742,6.824071932824218,2
0.7965111149052801,-4.743725811496087,0
-0.42686552926064025,-3.2157575824563147,0
8.42824268147419,-6.994213169051335,1
-1.707170698045575,-3.095274858542236,0
-2.4840174360526346,-1.220963005175568,0
-1.1393207275027155,-2.5751197956427916,0
8.136388180572643,-8.457324148686146,1
0.9273762452705466,6.857007724738991,2
9.75939386258034,-6.198206310204982,1
5.721087641943063,-7.058648400031768,1
-1.1693641844748948,6.815831608895572,2
-2.3906829300443553,-3.2586358573937098,0
7.970136229971612,-5.313299311792637,1
7.843179217155766,-5.8137705363799,1
2.7597302228677005,6.709412799834168,2
6.696001726844032,-6.275716537904937,1
0.7957899059163039,5.311126218245403,2
1.2666684348958834,8.158623322674256,2
-0.38384020228110194,7.05338113895721,2
-0.43924484469268155,6.178680883577584,2
-0.027199952034753394,6.366890592870842,2
-1.12947764498775,-3.081796980602936,0
5.678413191223744,-5.821045133920583,1
-1.6683826767699086,0.16070947234128274,0
-1.2061391859151944,6.3260171667953236,2
8.02316179877602,-7.606767746650176,1
-1.904452243826374,-2.319044000782779,0
6.239813761077947,-7.046570486896632,1
8.234522229786938,-6.3950539440504794,1
-0.3037926665087797,7.779488294332982,2
-1.8655543957168153,-2.4191634631443573,0
2.0441016145241475,6.6469686888875135,2
7.387499061083777,-5.154917704987232,1
0.9504288290818744,8.595619293183638,2
-1.3596760254822218,-2.428779833625576,0
-1.6169274595612646,6.319037396370177,2
-2.204467751640416,-2.108689527252169,0
-2.3053445253359603,5.998723510107024,2
8.867580145885182,-5.999352911134072,1
6.436417545576356,-8.79745230197777,1
-0.06027268562845861,7.610017460293443,2
6.655262568724618,-7.282457613509473,1
0.432310781277069,7.752867465834047,2
-1.489552162482783,-1.9293522734481219,0
8.05459849616554,-4.720111157016924,1
-0.8883910517156505,-4.814165465834524,0
2.9152334837830987,8.14248702374082,2
7.892614073702244,-7.61131468934726,1
-1.1394460836022813,6.357574340228048,2
8.605053735091996,-5.300494166569414,1
-2.14103312479098,7.800237171503057,2
-2.39081329244797,-1.3338902721133468,0
-3.260164496145914,-4.28455317070807,0
10.359164974796448,-4.989407379360425,1
7.0561084085384,-7.509879760720487,1
0.7729248846280765,7.070622401673661,2
-1.092191726143065,6.017895922122699,2
8.075668424317815,-4.910679957911519,1
-2.2004680809176524,-2.726342709322334,0
6.550410399122724,-6.415782387381772,1
-2.4208049893573875,-2.620052791932216,0
2.235247402894029,5.425808453352984,2
0.15614890297272802,4.17821407169985,2
-0.28115739362998315,-1.9543358491354779,0
-0.1640841029519713,6.842149270638998,2
0.9279553194892599,7.535949475308909,2
-2.242228993340663,-1.8524748443126582,0
8.37504127598882,-6.1333933849487545,1
-0.32879861482226597,5.225277904966289,2
-1.401449596633328,-3.286630762387654,0
1.0493882409980657,8.198289340598027,2
-0.3768983921681146,-2.6379911379229966,0
1.3959378702176,6.570200311924611,2
-0.25427773480181315,8.321630230061785,2
8.354285523362668,-6.846394886694531,1
6.819882967326615,-6.375783195949055,1
-0.52823099161655,-0.8487990283234346,0
9.271463690604927,-7.5878930301949765,1
-2.9975712183352723,-2.5411656617500706,0
-2.7203666617533173,-2.383137944856601,0
6.497538270559742,-6.384243531930055,1
-2.0096825988269096,-2.9413967612839382,0
4.690824315720363,-6.963367060314139,1
-1.5654441257803964,-1.4519827746866765,0
-0.09114555055961254,7.528472821710509,2
-1.7764256556836104,6.451694881538732,2
-0.7777140744731794,5.204994407885235,2
-1.2390175134823207,-3.3978378338456277,0
-1.5172711601819826,-2.6473215999568307,0
-0.7827938966691786,-1.7767654054787063,0
8.838132257340066,-7.23849207660578,1
-0.8764405244902407,6.743052298077688,2
-0.8808298362683282,-3.2250382591234255,0
-0.6529930846552595,-2.7783640490459147,0
-1.4304203563257485,-0.9425672457741925,0
5.7224972529472105,-8.244879301805955,1
7.367166285776648,-5.067963475949481,1
-2.3327464208241246,-2.291480951404572,0
-2.9061951128704466,-3.590021509016154,0
-1.6716121514457765,-0.17927809229258962,0
6.654018136906005,-7.498390645868782,1
8.304448141634774,-4.8329919356924655,1
-2.282639706078713,5.9298428965996335,2
1.0927132542938707,7.567012776733053,2
-2.647941300328916,-1.6623077112147824,0
1.8446798685202435,7.663217404787408,2
-1.2578509908400899,6.758941498372891,2
-1.6815771763271097,5.742049112179556,2
0.7492992354398321,5.6600270812212,2
0.07808711470565788,6.709973876108188,2
0.4581494887395803,7.830257076194378,2
-2.0062280667300665,-2.780048246879408,0
8.047111350287125,-7.307702743504723,1
6.711432059256885,-6.673695152509139,1
7.565779684387201,-6.689397107561885,1
-0.2049845575091318,-2.011829892519204,0
0.456682084827281,-2.182716860486295,0
-2.1386731667394603,-2.5127184245309993,0
-2.1091428599407127,-1.7744335006981362,0
-1.4301391794123952,-1.270812432885588,0
-1.1733156746691409,5.635891622470914,2
-1.2115875450785312,-3.628539722769868,0
-0.37226683044283604,-2.9450087713411293,0
8.348693240391775,-6.766366294592358,1
6.791149567140439,-6.032176513109747,1
6.654663153571537,-8.310233582399839,1
8.125811775332702,-5.2250015523609425,1
-0.16675247979340468,7.79536130053095,2
-2.0784888034868727,6.635443605283587,2
-2.0386101938870738,-2.276847444717231,0
-0.25459073461987397,7.562363430848752,2
-1.4186164039983689,-3.0104581120841174,0
6.549349217778545,-6.362566935600593,1
5.192766572608442,-7.18439566051592,1
7.0082903434956005,-7.3266679737185205,1
-0.7461372718041399,-1.7843032040810292,0
0.6504831738141275,-0.9739031081095402,0
